2025-05-14 04:59:36,487 - Spot Price: 24740.25, Supertrend: Green, Above EMA
2025-05-14 05:00:08,105 - Spot Price: 24746.3, Supertrend: Green, Above EMA
2025-05-14 05:00:40,061 - Spot Price: 24738.85, Supertrend: Green, Above EMA
2025-05-14 05:01:11,034 - Spot Price: 24727.75, Supertrend: Green, Above EMA
2025-05-14 05:01:41,965 - Spot Price: 24724.7, Supertrend: Green, Above EMA
2025-05-14 05:02:12,975 - Spot Price: 24731.35, Supertrend: Green, Above EMA
2025-05-14 05:02:44,468 - Spot Price: 24734.45, Supertrend: Green, Above EMA
2025-05-14 05:03:15,592 - Spot Price: 24732.55, Supertrend: Green, Above EMA
2025-05-14 05:03:46,597 - Spot Price: 24725.9, Supertrend: Green, Above EMA
2025-05-14 05:04:17,578 - Spot Price: 24722.0, Supertrend: Green, Above EMA
2025-05-14 05:04:49,032 - Spot Price: 24721.8, Supertrend: Green, Above EMA
2025-05-14 05:05:20,075 - Spot Price: 24721.65, Supertrend: Green, Above EMA
2025-05-14 05:05:51,256 - Spot Price: 24720.15, Supertrend: Green, Above EMA
2025-05-14 05:06:22,241 - Spot Price: 24717.25, Supertrend: Green, Above EMA
2025-05-14 05:06:53,743 - Spot Price: 24720.95, Supertrend: Green, Above EMA
2025-05-14 05:07:25,360 - Spot Price: 24719.75, Supertrend: Green, Above EMA
2025-05-14 05:07:56,352 - Spot Price: 24712.4, Supertrend: Green, Above EMA
2025-05-14 05:08:27,314 - Spot Price: 24715.9, Supertrend: Green, Above EMA
2025-05-14 05:08:58,339 - Spot Price: 24718.65, Supertrend: Green, Above EMA
2025-05-14 05:09:29,268 - Spot Price: 24728.15, Supertrend: Green, Above EMA
2025-05-14 05:10:00,262 - Spot Price: 24723.5, Supertrend: Green, Above EMA
2025-05-14 05:10:31,326 - Spot Price: 24724.7, Supertrend: Green, Above EMA
2025-05-14 05:11:02,806 - Spot Price: 24725.4, Supertrend: Green, Above EMA
2025-05-14 05:11:33,788 - Spot Price: 24725.6, Supertrend: Green, Above EMA
2025-05-14 05:12:04,793 - Spot Price: 24728.5, Supertrend: Green, Above EMA
2025-05-14 05:12:35,743 - Spot Price: 24727.35, Supertrend: Green, Above EMA
2025-05-14 05:13:06,701 - Spot Price: 24723.25, Supertrend: Green, Above EMA
2025-05-14 05:13:37,651 - Spot Price: 24725.6, Supertrend: Green, Above EMA
2025-05-14 05:14:09,566 - Spot Price: 24736.9, Supertrend: Green, Above EMA
2025-05-14 05:14:41,041 - Spot Price: 24734.55, Supertrend: Green, Above EMA
2025-05-14 05:15:11,975 - Spot Price: 24732.35, Supertrend: Green, Above EMA
2025-05-14 05:15:42,984 - Spot Price: 24732.85, Supertrend: Green, Above EMA
2025-05-14 05:16:13,987 - Spot Price: 24735.0, Supertrend: Green, Above EMA
2025-05-14 05:16:44,980 - Spot Price: 24726.45, Supertrend: Green, Above EMA
2025-05-14 05:17:15,933 - Spot Price: 24737.65, Supertrend: Green, Above EMA
2025-05-14 05:17:46,854 - Spot Price: 24731.3, Supertrend: Green, Above EMA
2025-05-14 05:18:17,935 - Spot Price: 24727.85, Supertrend: Green, Above EMA
2025-05-14 05:18:48,971 - Spot Price: 24726.3, Supertrend: Green, Above EMA
2025-05-14 05:19:19,983 - Spot Price: 24720.95, Supertrend: Green, Above EMA
2025-05-14 05:19:50,931 - Spot Price: 24719.85, Supertrend: Green, Above EMA
2025-05-14 05:20:21,856 - Spot Price: 24717.1, Supertrend: Green, Above EMA
2025-05-14 05:20:52,976 - Spot Price: 24717.5, Supertrend: Green, Above EMA
2025-05-14 05:21:23,888 - Spot Price: 24713.35, Supertrend: Green, Above EMA
2025-05-14 05:21:55,764 - Spot Price: 24714.0, Supertrend: Green, Above EMA
2025-05-14 05:22:26,718 - Spot Price: 24709.9, Supertrend: Green, Above EMA
2025-05-14 05:22:57,674 - Spot Price: 24708.4, Supertrend: Green, Below EMA
2025-05-14 05:23:28,823 - Spot Price: 24705.85, Supertrend: Green, Below EMA
2025-05-14 05:23:59,896 - Spot Price: 24705.0, Supertrend: Green, Below EMA
2025-05-14 05:24:30,834 - Spot Price: 24710.75, Supertrend: Green, Above EMA
2025-05-14 05:25:01,843 - Spot Price: 24712.75, Supertrend: Green, Above EMA
2025-05-14 05:25:32,758 - Spot Price: 24710.95, Supertrend: Green, Above EMA
2025-05-14 05:26:04,662 - Spot Price: 24710.9, Supertrend: Green, Above EMA
2025-05-14 05:26:35,616 - Spot Price: 24705.8, Supertrend: Green, Below EMA
2025-05-14 05:27:06,587 - Spot Price: 24706.45, Supertrend: Green, Below EMA
2025-05-14 05:27:37,571 - Spot Price: 24710.05, Supertrend: Green, Below EMA
2025-05-14 05:28:09,002 - Spot Price: 24707.2, Supertrend: Green, Below EMA
2025-05-14 05:28:39,928 - Spot Price: 24704.75, Supertrend: Green, Below EMA
2025-05-14 05:29:10,956 - Spot Price: 24694.65, Supertrend: Green, Below EMA
2025-05-14 05:29:41,938 - Spot Price: 24688.35, Supertrend: Green, Below EMA
2025-05-14 05:30:12,858 - Spot Price: 24687.2, Supertrend: Green, Below EMA
2025-05-14 05:30:43,794 - Spot Price: 24695.85, Supertrend: Green, Below EMA
2025-05-14 05:31:14,807 - Spot Price: 24701.65, Supertrend: Green, Below EMA
2025-05-14 05:31:46,257 - Spot Price: 24696.3, Supertrend: Green, Below EMA
2025-05-14 05:32:17,646 - Spot Price: 24695.45, Supertrend: Green, Below EMA
2025-05-14 05:32:48,569 - Spot Price: 24691.1, Supertrend: Green, Below EMA
2025-05-14 05:33:19,530 - Spot Price: 24694.9, Supertrend: Green, Below EMA
2025-05-14 05:33:50,557 - Spot Price: 24692.25, Supertrend: Green, Below EMA
2025-05-14 05:34:21,956 - Spot Price: 24692.15, Supertrend: Green, Below EMA
2025-05-14 05:34:52,902 - Spot Price: 24692.45, Supertrend: Green, Below EMA
2025-05-14 05:35:24,034 - Spot Price: 24698.25, Supertrend: Green, Below EMA
2025-05-14 05:35:54,998 - Spot Price: 24698.3, Supertrend: Green, Below EMA
2025-05-14 05:36:25,975 - Spot Price: 24695.5, Supertrend: Green, Below EMA
2025-05-14 05:36:56,911 - Spot Price: 24698.25, Supertrend: Green, Below EMA
2025-05-14 05:37:28,344 - Spot Price: 24698.05, Supertrend: Green, Below EMA
2025-05-14 05:37:59,282 - Spot Price: 24701.35, Supertrend: Green, Below EMA
2025-05-14 05:38:30,218 - Spot Price: 24704.2, Supertrend: Green, Below EMA
2025-05-14 05:39:01,813 - Spot Price: 24707.7, Supertrend: Green, Above EMA
2025-05-14 05:39:32,773 - Spot Price: 24704.0, Supertrend: Green, Below EMA
2025-05-14 05:40:03,821 - Spot Price: 24703.7, Supertrend: Green, Below EMA
2025-05-14 05:40:34,801 - Spot Price: 24703.65, Supertrend: Green, Below EMA
2025-05-14 05:41:05,827 - Spot Price: 24700.95, Supertrend: Green, Below EMA
2025-05-14 05:41:36,789 - Spot Price: 24701.8, Supertrend: Green, Below EMA
2025-05-14 05:42:07,757 - Spot Price: 24699.45, Supertrend: Green, Below EMA
2025-05-14 05:42:38,735 - Spot Price: 24701.25, Supertrend: Green, Below EMA
2025-05-14 05:43:09,698 - Spot Price: 24701.5, Supertrend: Green, Below EMA
2025-05-14 05:43:40,672 - Spot Price: 24705.25, Supertrend: Green, Below EMA
2025-05-14 05:44:12,114 - Spot Price: 24706.3, Supertrend: Green, Above EMA
2025-05-14 05:44:43,517 - Spot Price: 24703.45, Supertrend: Green, Below EMA
2025-05-14 05:45:14,514 - Spot Price: 24699.7, Supertrend: Green, Below EMA
2025-05-14 05:45:45,489 - Spot Price: 24706.9, Supertrend: Green, Above EMA
2025-05-14 05:46:17,657 - Spot Price: 24703.35, Supertrend: Green, Below EMA
2025-05-14 05:46:48,634 - Spot Price: 24700.85, Supertrend: Green, Below EMA
2025-05-14 05:47:20,040 - Spot Price: 24700.45, Supertrend: Green, Below EMA
2025-05-14 05:47:51,127 - Spot Price: 24695.65, Supertrend: Green, Below EMA
2025-05-14 05:48:22,198 - Spot Price: 24697.6, Supertrend: Green, Below EMA
2025-05-14 05:48:53,222 - Spot Price: 24704.2, Supertrend: Green, Below EMA
2025-05-14 05:49:24,210 - Spot Price: 24709.85, Supertrend: Green, Above EMA
2025-05-14 05:49:55,601 - Spot Price: 24708.2, Supertrend: Green, Above EMA
2025-05-14 05:50:26,688 - Spot Price: 24703.85, Supertrend: Green, Below EMA
2025-05-14 05:50:58,168 - Spot Price: 24704.0, Supertrend: Green, Below EMA
2025-05-14 05:51:29,128 - Spot Price: 24705.75, Supertrend: Green, Above EMA
2025-05-14 05:52:00,581 - Spot Price: 24709.75, Supertrend: Green, Above EMA
2025-05-14 05:52:31,661 - Spot Price: 24712.85, Supertrend: Green, Above EMA
2025-05-14 05:53:02,784 - Spot Price: 24714.45, Supertrend: Green, Above EMA
2025-05-14 05:53:33,778 - Spot Price: 24709.85, Supertrend: Green, Above EMA
2025-05-14 05:54:04,777 - Spot Price: 24710.05, Supertrend: Green, Above EMA
